"gameID","leagueID","season","date","homeTeamID","awayTeamID","homeGoals","awayGoals","homeProbability","drawProbability","awayProbability"
952,2,2016,2016-09-10 22:45:00,100,105,0,3,0.0758,0.1983,0.7259
953,2,2016,2016-09-11 14:30:00,97,116,2,1,0.6061,0.2472,0.1467
954,2,2016,2016-09-11 17:00:00,109,96,1,1,0.7243,0.1838,0.0919
955,2,2016,2016-09-11 17:00:00,111,99,0,1,0.4859,0.3471,0.167
956,2,2016,2016-09-11 17:00:00,95,102,3,2,0.8604,0.0967,0.0429
957,2,2016,2016-09-11 17:00:00,107,113,2,1,0.8274,0.1199,0.0527
958,2,2016,2016-09-11 22:45:00,114,106,1,2,0.3417,0.248,0.4103
959,2,2016,2016-09-12 22:45:00,108,115,2,1,0.3243,0.4175,0.2582
960,2,2016,2016-09-16 22:45:00,102,111,0,1,0.2333,0.3774,0.3893
961,2,2016,2016-09-17 20:00:00,96,114,3,0,0.8015,0.1346,0.0639
962,2,2016,2016-09-17 22:45:00,105,97,3,1,0.6968,0.2324,0.0708
963,2,2016,2016-09-18 14:30:00,99,109,1,2,0.0492,0.1365,0.8143
964,2,2016,2016-09-18 17:00:00,104,101,2,0,0.6381,0.237,0.1249
965,2,2016,2016-09-18 17:00:00,113,108,0,0,0.4829,0.4378,0.0793
966,2,2016,2016-09-18 17:00:00,116,107,3,0,0.3063,0.3419,0.3518
967,2,2016,2016-09-18 17:00:00,115,100,1,1,0.5118,0.3088,0.1794
968,2,2016,2016-09-18 20:00:00,106,98,2,1,0.1907,0.2998,0.5095
969,2,2016,2016-09-18 22:45:00,110,95,1,0,0.2489,0.3385,0.4126
970,2,2016,2016-09-20 22:45:00,111,96,2,0,0.8418,0.1152,0.043
971,2,2016,2016-09-21 20:30:00,97,102,2,0,0.3674,0.343,0.2896
972,2,2016,2016-09-21 22:45:00,109,104,2,1,0.1161,0.5575,0.3264
973,2,2016,2016-09-21 22:45:00,108,106,0,2,0.0537,0.1695,0.7768
974,2,2016,2016-09-21 22:45:00,101,105,0,0,0.306,0.342,0.352
975,2,2016,2016-09-21 22:45:00,98,116,4,0,0.9773,0.0214,0.0013
976,2,2016,2016-09-21 22:45:00,114,113,0,0,0.4285,0.3536,0.2179
977,2,2016,2016-09-21 22:45:00,95,115,4,0,0.6222,0.2285,0.1493
978,2,2016,2016-09-21 22:45:00,99,110,2,2,0.5814,0.2653,0.1533
979,2,2016,2016-09-21 22:45:00,107,100,0,1,0.5086,0.2913,0.2001
980,2,2016,2016-09-24 20:00:00,100,98,0,1,0.0272,0.2612,0.7116
981,2,2016,2016-09-24 22:45:00,105,109,2,0,0.3457,0.452,0.2023
982,2,2016,2016-09-25 14:30:00,113,95,3,1,0.2922,0.2204,0.4874
983,2,2016,2016-09-25 17:00:00,104,99,1,0,0.6478,0.2418,0.1104
984,2,2016,2016-09-25 17:00:00,101,114,1,1,0.1384,0.3101,0.5515
985,2,2016,2016-09-25 17:00:00,106,97,1,1,0.5846,0.283,0.1324
986,2,2016,2016-09-25 17:00:00,96,108,2,0,0.6018,0.2399,0.1583
987,2,2016,2016-09-25 22:45:00,110,111,0,0,0.6151,0.2524,0.1325
988,2,2016,2016-09-26 21:00:00,115,107,1,3,0.0541,0.1533,0.7926
989,2,2016,2016-09-26 23:00:00,116,102,2,1,0.4192,0.2893,0.2915
990,2,2016,2016-10-01 20:00:00,114,109,0,2,0.0775,0.1928,0.7297
991,2,2016,2016-10-01 22:45:00,99,96,0,3,0.2904,0.2951,0.4145
992,2,2016,2016-10-02 14:30:00,108,98,0,3,0.0015,0.0101,0.9884
993,2,2016,2016-10-02 17:00:00,102,100,1,1,0.6136,0.2727,0.1137
994,2,2016,2016-10-02 17:00:00,107,105,1,0,0.6715,0.2265,0.102
995,2,2016,2016-10-02 17:00:00,97,101,0,1,0.0343,0.2382,0.7275
996,2,2016,2016-10-02 17:00:00,116,115,2,1,0.1664,0.2891,0.5445
997,2,2016,2016-10-02 20:00:00,113,110,2,1,0.2177,0.2761,0.5062
998,2,2016,2016-10-02 20:00:00,111,104,4,3,0.4175,0.3153,0.2672
999,2,2016,2016-10-02 22:45:00,95,106,2,1,0.6738,0.1871,0.1391
1000,2,2016,2016-10-15 17:00:00,105,95,1,3,0.3336,0.2516,0.4148
1001,2,2016,2016-10-15 20:00:00,114,102,1,1,0.3932,0.266,0.3408
1002,2,2016,2016-10-15 22:45:00,98,99,2,1,0.9308,0.0585,0.0107
1003,2,2016,2016-10-16 14:30:00,110,107,0,0,0.4633,0.3067,0.23
1004,2,2016,2016-10-16 17:00:00,101,108,0,0,0.2317,0.7027,0.0656
1005,2,2016,2016-10-16 17:00:00,106,116,1,2,0.6907,0.1912,0.1181
1006,2,2016,2016-10-16 17:00:00,96,97,1,1,0.81,0.1326,0.0574
1007,2,2016,2016-10-16 17:00:00,104,115,2,1,0.7474,0.1792,0.0734
1008,2,2016,2016-10-16 22:45:00,109,111,1,3,0.033,0.1689,0.7981
1009,2,2016,2016-10-17 22:45:00,100,113,1,4,0.2523,0.296,0.4517
1010,2,2016,2016-10-22 20:00:00,102,101,2,1,0.6432,0.2361,0.1207
1011,2,2016,2016-10-22 22:45:00,111,98,1,0,0.1178,0.4441,0.4381
1012,2,2016,2016-10-23 14:30:00,99,114,3,1,0.8299,0.1271,0.043
1013,2,2016,2016-10-23 17:00:00,113,96,2,2,0.4609,0.277,0.2621
1014,2,2016,2016-10-23 17:00:00,116,110,3,5,0.1737,0.2154,0.6109
1015,2,2016,2016-10-23 17:00:00,115,105,1,2,0.2324,0.2548,0.5128
1016,2,2016,2016-10-23 17:00:00,108,109,0,0,0.1445,0.3373,0.5182
1017,2,2016,2016-10-23 17:00:00,107,106,2,1,0.9422,0.0522,0.0056
1018,2,2016,2016-10-23 20:00:00,97,104,1,1,0.5783,0.2864,0.1353
1019,2,2016,2016-10-23 22:45:00,95,100,4,1,0.8699,0.1037,0.0264
1020,2,2016,2016-10-25 22:45:00,101,111,3,0,0.4891,0.3526,0.1583
1021,3,2015,2015-08-14 22:30:00,117,118,5,0,0.972,0.0257,0.0023
1022,3,2015,2015-08-15 17:30:00,119,120,2,1,0.9479,0.0436,0.0085
1023,3,2015,2015-08-15 17:30:00,121,122,0,1,0.3015,0.3114,0.3871
1024,3,2015,2015-08-15 17:30:00,123,124,0,3,0.2193,0.2746,0.5061
1025,3,2015,2015-08-15 17:30:00,125,126,0,1,0.2828,0.4288,0.2884
1026,3,2015,2015-08-15 17:30:00,127,128,2,2,0.3461,0.2809,0.373
1027,3,2015,2015-08-15 20:30:00,129,130,4,0,0.9246,0.0676,0.0078
1028,3,2015,2015-08-16 17:30:00,131,132,2,1,0.2627,0.362,0.3753
1029,3,2015,2015-08-16 19:30:00,133,134,1,3,0.6438,0.2076,0.1486
1030,3,2015,2015-08-21 22:30:00,122,123,1,1,0.1465,0.3386,0.5149
1031,3,2015,2015-08-22 17:30:00,120,117,1,2,0.1222,0.1982,0.6796
1032,3,2015,2015-08-22 17:30:00,124,127,1,1,0.4052,0.3312,0.2636
1033,3,2015,2015-08-22 17:30:00,132,121,1,1,0.2589,0.3226,0.4185
1034,3,2015,2015-08-22 17:30:00,134,131,1,1,0.1832,0.2466,0.5702
1035,3,2015,2015-08-22 17:30:00,128,119,0,1,0.0172,0.1961,0.7867
1036,3,2015,2015-08-22 20:30:00,118,133,3,2,0.2193,0.2533,0.5274
1037,3,2015,2015-08-23 17:30:00,126,129,0,4,8e-04,0.0098,0.9894
1038,3,2015,2015-08-23 19:30:00,130,125,1,2,0.1971,0.2266,0.5763
1039,3,2015,2015-08-28 22:30:00,131,124,3,0,0.616,0.2539,0.1301
1040,3,2015,2015-08-29 17:30:00,133,132,1,4,0.5205,0.2971,0.1824
1041,3,2015,2015-08-29 17:30:00,121,126,0,1,0.2269,0.3198,0.4533
1042,3,2015,2015-08-29 17:30:00,134,118,2,1,0.4273,0.2912,0.2815
1043,3,2015,2015-08-29 17:30:00,125,128,3,0,0.9637,0.0307,0.0056
1044,3,2015,2015-08-29 17:30:00,127,120,0,0,0.0372,0.1975,0.7653
1045,3,2015,2015-08-29 20:30:00,117,119,3,0,0.9679,0.0269,0.0052
1046,3,2015,2015-08-30 17:30:00,129,122,3,1,0.9654,0.0294,0.0052
1047,3,2015,2015-08-30 19:30:00,123,130,2,1,0.9205,0.0643,0.0152
1048,3,2015,2015-09-11 22:30:00,130,118,0,3,0.1302,0.3393,0.5305
1049,3,2015,2015-09-12 17:30:00,117,121,2,1,0.9926,0.0067,7e-04
1050,3,2015,2015-09-12 17:30:00,128,129,2,4,0.0379,0.1339,0.8282
1051,3,2015,2015-09-12 17:30:00,122,133,2,1,0.4867,0.2885,0.2248
1052,3,2015,2015-09-12 17:30:00,126,131,0,0,0.0818,0.4564,0.4618
1053,3,2015,2015-09-12 17:30:00,119,127,0,1,0.6875,0.2466,0.0659
1054,3,2015,2015-09-12 20:30:00,132,134,6,2,0.835,0.1124,0.0526
1055,3,2015,2015-09-13 17:30:00,120,123,1,3,0.0608,0.1561,0.7831
1056,3,2015,2015-09-13 19:30:00,124,125,2,1,0.4317,0.2101,0.3582
1057,3,2015,2015-09-18 22:30:00,125,120,3,1,0.4147,0.3185,0.2668
1058,3,2015,2015-09-19 17:30:00,127,117,0,3,0.0218,0.1357,0.8425
1059,3,2015,2015-09-19 17:30:00,131,122,2,0,0.9228,0.0632,0.014
1060,3,2015,2015-09-19 17:30:00,118,132,0,0,0.5751,0.3527,0.0722
1061,3,2015,2015-09-19 17:30:00,123,126,0,1,0.2601,0.3141,0.4258
1062,3,2015,2015-09-19 17:30:00,134,130,1,0,0.3187,0.4639,0.2174
1063,3,2015,2015-09-20 17:30:00,133,124,0,1,0.8482,0.1052,0.0466
1064,3,2015,2015-09-20 19:30:00,121,128,2,0,0.8252,0.1301,0.0447
1065,3,2015,2015-09-20 19:30:00,129,119,3,0,0.9485,0.041,0.0105
1066,3,2015,2015-09-22 22:00:00,117,131,5,1,0.9838,0.0148,0.0014
1067,3,2015,2015-09-22 22:00:00,122,134,2,0,0.4953,0.2824,0.2223
1068,3,2015,2015-09-22 22:00:00,126,118,0,1,0.1964,0.3108,0.4928
1069,3,2015,2015-09-22 22:00:00,127,123,2,1,0.5729,0.2677,0.1594
1070,3,2015,2015-09-23 22:00:00,120,129,1,1,0.2462,0.2692,0.4846
1071,3,2015,2015-09-23 22:00:00,124,132,2,0,0.7451,0.1718,0.0831
1072,3,2015,2015-09-23 22:00:00,119,125,1,0,0.72,0.2102,0.0698
1073,3,2015,2015-09-23 22:00:00,130,121,4,2,0.5949,0.2189,0.1862
1074,3,2015,2015-09-23 22:00:00,128,133,1,3,0.1127,0.2509,0.6364
1075,3,2015,2015-09-25 22:30:00,134,126,1,1,0.5812,0.2744,0.1444
1076,3,2015,2015-09-26 17:30:00,125,117,0,3,0.0213,0.0844,0.8943
1077,3,2015,2015-09-26 17:30:00,133,130,1,3,0.6869,0.198,0.1151
1078,3,2015,2015-09-26 17:30:00,121,120,1,3,0.4451,0.2617,0.2932
1079,3,2015,2015-09-26 17:30:00,123,119,0,3,0.0893,0.273,0.6377
1080,3,2015,2015-09-26 17:30:00,131,128,1,1,0.4429,0.2903,0.2668
1081,3,2015,2015-09-26 20:30:00,118,124,0,1,0.1397,0.2952,0.5651
1082,3,2015,2015-09-27 17:30:00,132,122,1,1,0.1877,0.22,0.5923
1083,3,2015,2015-09-27 19:30:00,129,127,2,2,0.7842,0.1636,0.0522
1084,3,2015,2015-10-02 22:30:00,127,125,2,3,0.4695,0.2714,0.2591
1085,3,2015,2015-10-03 17:30:00,130,131,2,0,0.5481,0.2749,0.177
1086,3,2015,2015-10-03 17:30:00,128,123,1,0,0.1518,0.2594,0.5888
1087,3,2015,2015-10-03 17:30:00,122,118,3,0,0.8478,0.1236,0.0286
1088,3,2015,2015-10-03 17:30:00,120,133,2,2,0.2744,0.241,0.4846
1089,3,2015,2015-10-03 17:30:00,126,132,2,0,0.4761,0.3042,0.2197
1090,3,2015,2015-10-04 17:30:00,124,134,0,3,0.2878,0.2948,0.4174
1091,3,2015,2015-10-04 19:30:00,119,121,1,1,0.9073,0.0838,0.0089
1092,3,2015,2015-10-04 19:30:00,117,129,5,1,0.9214,0.0601,0.0185
1093,3,2015,2015-10-16 22:30:00,125,129,0,2,0.0571,0.1117,0.8312
1094,3,2015,2015-10-17 17:30:00,121,127,0,2,0.1189,0.19,0.6911
1095,3,2015,2015-10-17 17:30:00,123,117,0,1,0.0697,0.1671,0.7632
1096,3,2015,2015-10-17 17:30:00,124,122,2,1,0.764,0.1621,0.0739
1097,3,2015,2015-10-17 17:30:00,131,120,4,2,0.7788,0.1439,0.0773
1098,3,2015,2015-10-17 17:30:00,118,119,0,0,0.1754,0.3864,0.4382
1099,3,2015,2015-10-17 20:30:00,132,130,1,5,0.0117,0.0572,0.9311
1100,3,2015,2015-10-18 17:30:00,134,128,0,1,0.3962,0.3336,0.2702
1101,3,2015,2015-10-18 19:30:00,133,126,1,0,0.2617,0.3046,0.4337
1102,3,2015,2015-10-23 22:30:00,120,118,0,1,0.0196,0.0627,0.9177
1103,3,2015,2015-10-24 17:30:00,125,123,1,3,0.2012,0.2309,0.5679
1104,3,2015,2015-10-24 17:30:00,127,131,0,1,0.2062,0.3447,0.4491
1105,3,2015,2015-10-24 17:30:00,128,132,1,2,0.1785,0.4016,0.4199
1106,3,2015,2015-10-24 17:30:00,119,133,4,3,0.4831,0.2357,0.2812
1107,3,2015,2015-10-24 17:30:00,117,134,4,0,0.9826,0.0157,0.0017
1108,3,2015,2015-10-24 20:30:00,126,122,0,1,0.2577,0.4038,0.3385
1109,3,2015,2015-10-25 18:30:00,129,121,5,1,0.9959,0.0037,4e-04
1110,3,2015,2015-10-25 20:30:00,130,124,3,1,0.771,0.1651,0.0639
1111,3,2015,2015-10-30 23:30:00,132,117,0,0,0.0484,0.2338,0.7178
1112,3,2015,2015-10-31 18:30:00,134,120,0,0,0.4674,0.2881,0.2445
1113,3,2015,2015-10-31 18:30:00,122,130,1,4,0.6615,0.2153,0.1232
1114,3,2015,2015-10-31 18:30:00,121,125,3,3,0.6738,0.2058,0.1204
1115,3,2015,2015-10-31 18:30:00,123,129,1,3,0.0206,0.0788,0.9006
1116,3,2015,2015-10-31 18:30:00,124,126,1,1,0.5898,0.3276,0.0826
1117,3,2015,2015-10-31 21:30:00,131,119,2,1,0.5902,0.2453,0.1645
1118,3,2015,2015-11-01 18:30:00,133,127,2,0,0.6553,0.2193,0.1254
1119,3,2015,2015-11-01 20:30:00,118,128,1,2,0.8251,0.1452,0.0297
1120,3,2015,2015-11-06 23:30:00,128,122,1,3,0.1488,0.2782,0.573
1121,3,2015,2015-11-07 18:30:00,120,132,0,0,0.1309,0.2446,0.6245
1122,3,2015,2015-11-07 18:30:00,125,131,2,0,0.7558,0.2136,0.0306
1123,3,2015,2015-11-07 18:30:00,119,134,1,2,0.0507,0.1466,0.8027
1124,3,2015,2015-11-07 18:30:00,130,126,0,0,0.4509,0.2976,0.2515
1125,3,2015,2015-11-07 18:30:00,117,133,4,0,0.9939,0.0052,9e-04
1126,3,2015,2015-11-07 21:30:00,127,118,1,1,0.5044,0.2933,0.2023
1127,3,2015,2015-11-08 18:30:00,129,124,3,2,0.5695,0.2455,0.185
1128,3,2015,2015-11-08 20:30:00,121,123,1,2,0.4709,0.2752,0.2539
1129,3,2015,2015-11-20 23:45:00,118,129,3,1,0.1814,0.2361,0.5825
1130,3,2015,2015-11-21 18:30:00,133,121,0,4,0.116,0.1806,0.7034
1131,3,2015,2015-11-21 18:30:00,132,119,1,3,0.109,0.2282,0.6628
1132,3,2015,2015-11-21 18:30:00,134,125,0,0,0.5,0.3718,0.1282
1133,3,2015,2015-11-21 18:30:00,130,128,2,1,0.4737,0.2226,0.3037
1134,3,2015,2015-11-21 18:30:00,131,123,6,0,0.9577,0.0338,0.0085
1135,3,2015,2015-11-21 21:30:00,124,117,1,3,0.018,0.1016,0.8804
1136,3,2015,2015-11-22 18:30:00,122,120,1,0,0.0715,0.6644,0.2641
1137,3,2015,2015-11-22 20:40:00,126,127,3,1,0.892,0.0843,0.0237
1138,3,2015,2015-11-27 23:30:00,127,134,0,0,0.1858,0.3585,0.4557
1139,3,2015,2015-11-28 18:30:00,123,118,1,3,0.2972,0.3141,0.3887
1140,3,2015,2015-11-28 18:30:00,128,126,4,0,0.7083,0.2268,0.0649
1141,3,2015,2015-11-28 18:30:00,120,130,3,3,0.4754,0.2465,0.2781
1142,3,2015,2015-11-28 18:30:00,117,122,2,0,0.9845,0.014,0.0015
1143,3,2015,2015-11-28 18:45:00,125,132,2,1,0.8274,0.1251,0.0475
1144,3,2015,2015-11-29 18:30:00,129,133,4,1,0.7328,0.1819,0.0853
1145,3,2015,2015-11-29 20:30:00,119,124,1,1,0.6725,0.2022,0.1253
1146,3,2015,2015-11-29 20:30:00,121,131,0,0,0.5607,0.2866,0.1527
1147,3,2015,2015-12-04 23:30:00,124,128,3,1,0.9759,0.0219,0.0022
1148,3,2015,2015-12-05 18:30:00,130,117,3,1,0.35,0.2395,0.4105
1149,3,2015,2015-12-05 18:30:00,118,125,1,3,0.3775,0.2886,0.3339
1150,3,2015,2015-12-05 18:30:00,134,121,0,1,0.4444,0.2358,0.3198
1151,3,2015,2015-12-05 18:30:00,122,119,2,1,0.2794,0.3041,0.4165
1152,3,2015,2015-12-05 18:30:00,126,120,1,1,0.133,0.3133,0.5537
1153,3,2015,2015-12-05 21:30:00,131,129,1,2,0.19,0.2139,0.5961
1154,3,2015,2015-12-06 18:30:00,133,123,1,1,0.5253,0.3276,0.1471
1155,3,2015,2015-12-06 20:30:00,132,127,0,1,0.2357,0.2687,0.4956
1156,3,2015,2015-12-11 23:30:00,125,133,0,0,0.3676,0.3817,0.2507
1157,3,2015,2015-12-12 18:30:00,127,122,0,4,0.0192,0.1073,0.8735
1158,3,2015,2015-12-12 18:30:00,131,118,1,1,0.846,0.1336,0.0204
1159,3,2015,2015-12-12 18:30:00,123,134,1,1,0.3764,0.3479,0.2757
1160,3,2015,2015-12-12 18:30:00,120,128,1,0,0.4048,0.2733,0.3219
1161,3,2015,2015-12-12 18:30:00,117,126,2,0,0.7545,0.16,0.0855
1162,3,2015,2015-12-12 21:30:00,119,130,5,0,0.9371,0.0519,0.011
1163,3,2015,2015-12-13 18:30:00,121,124,2,1,0.309,0.271,0.42
1164,3,2015,2015-12-13 20:30:00,129,132,4,1,1,0,0
1165,3,2015,2015-12-18 23:30:00,124,120,1,0,0.2775,0.3521,0.3704
1166,3,2015,2015-12-19 18:30:00,126,119,0,1,0.2041,0.4037,0.3922
1167,3,2015,2015-12-19 18:30:00,118,121,0,1,0.1338,0.182,0.6842
1168,3,2015,2015-12-19 18:30:00,132,123,2,1,0.6284,0.2287,0.1429
1169,3,2015,2015-12-19 18:30:00,134,129,2,1,0.3277,0.3684,0.3039
1170,3,2015,2015-12-19 18:30:00,128,117,0,1,0.0084,0.0634,0.9282
1171,3,2015,2015-12-19 21:30:00,133,131,3,1,0.4846,0.2698,0.2456
1172,3,2015,2015-12-20 18:30:00,122,125,2,0,0.8052,0.1654,0.0294
1173,3,2015,2015-12-20 20:30:00,130,127,3,2,0.1281,0.1992,0.6727
1174,3,2015,2016-01-22 23:30:00,118,117,1,2,0.0366,0.1494,0.814
1175,3,2015,2016-01-23 18:30:00,134,133,1,3,0.301,0.2427,0.4563
1176,3,2015,2016-01-23 18:30:00,128,127,1,2,0.0805,0.1555,0.764
1177,3,2015,2016-01-23 18:30:00,122,121,0,0,0.2858,0.3921,0.3221
1178,3,2015,2016-01-23 18:30:00,120,119,1,1,0.1212,0.2241,0.6547
1179,3,2015,2016-01-23 18:30:00,126,125,1,0,0.7392,0.1964,0.0644
1180,3,2015,2016-01-23 21:30:00,130,129,1,3,0.0765,0.1452,0.7783
1181,3,2015,2016-01-24 18:30:00,132,131,3,2,0.0896,0.1521,0.7583
1182,3,2015,2016-01-24 20:30:00,124,123,1,3,0.4096,0.2554,0.335
1183,3,2015,2016-01-29 23:30:00,125,130,1,0,0.1238,0.2064,0.6698
1184,3,2015,2016-01-30 18:30:00,127,124,0,2,0.0135,0.1661,0.8204
1185,3,2015,2016-01-30 18:30:00,129,126,2,0,0.9161,0.0762,0.0077
1186,3,2015,2016-01-30 18:30:00,119,128,3,0,0.8888,0.0948,0.0164
1187,3,2015,2016-01-30 18:30:00,121,132,0,0,0.1588,0.3008,0.5404
1188,3,2015,2016-01-30 18:30:00,123,122,3,3,0.6725,0.2099,0.1176
1189,3,2015,2016-01-30 21:30:00,133,118,2,1,0.5875,0.197,0.2155
1190,3,2015,2016-01-31 18:30:00,131,134,1,1,0.7426,0.1791,0.0783
1191,3,2015,2016-01-31 20:30:00,117,120,2,0,0.9198,0.065,0.0152
1192,3,2015,2016-02-05 23:30:00,130,123,5,1,0.7409,0.1599,0.0992
1193,3,2015,2016-02-06 18:30:00,124,131,3,0,0.3848,0.3808,0.2344
1194,3,2015,2016-02-06 18:30:00,132,133,2,4,0.2026,0.1894,0.608
1195,3,2015,2016-02-06 18:30:00,128,125,0,1,0.2595,0.3643,0.3762
1196,3,2015,2016-02-06 18:30:00,122,129,0,0,0.481,0.3701,0.1489
1197,3,2015,2016-02-06 18:30:00,126,121,2,1,0.9578,0.0381,0.0041
1198,3,2015,2016-02-06 21:30:00,119,117,0,0,0.0742,0.2938,0.632
1199,3,2015,2016-02-07 18:30:00,118,134,1,1,0.0487,0.2461,0.7052
1200,3,2015,2016-02-07 20:30:00,120,127,0,2,0.0665,0.154,0.7795
1201,3,2015,2016-02-12 23:30:00,125,124,2,1,0.3623,0.3186,0.3191
1202,3,2015,2016-02-13 18:30:00,127,119,1,2,0.1742,0.3447,0.4811
1203,3,2015,2016-02-13 18:30:00,129,128,1,0,0.6931,0.2611,0.0458
1204,3,2015,2016-02-13 18:30:00,131,126,2,0,0.6371,0.2534,0.1095
1205,3,2015,2016-02-13 18:30:00,133,122,2,0,0.3772,0.302,0.3208
1206,3,2015,2016-02-13 18:30:00,123,120,1,1,0.7212,0.1957,0.0831
1207,3,2015,2016-02-13 21:30:00,134,132,3,1,0.7978,0.1432,0.059
1208,3,2015,2016-02-14 18:30:00,118,130,3,2,0.2249,0.2494,0.5257
1209,3,2015,2016-02-14 20:30:00,121,117,1,3,0.0284,0.1242,0.8474
1210,3,2015,2016-02-19 23:30:00,132,118,0,0,0.1818,0.3846,0.4336
1211,3,2015,2016-02-20 18:30:00,117,127,3,1,0.8901,0.0843,0.0256
1212,3,2015,2016-02-20 18:30:00,122,131,1,1,0.2999,0.3673,0.3328
1213,3,2015,2016-02-20 18:30:00,120,125,3,2,0.554,0.2541,0.1919
1214,3,2015,2016-02-20 18:30:00,126,123,2,0,0.8122,0.15,0.0378
1215,3,2015,2016-02-20 18:30:00,130,134,1,0,0.4327,0.3526,0.2147
1216,3,2015,2016-02-21 18:30:00,119,129,0,1,0.1942,0.3058,0.5
1217,3,2015,2016-02-21 20:30:00,128,121,0,1,0.1149,0.303,0.5821
1218,3,2015,2016-02-21 20:30:00,124,133,1,1,0.1694,0.2658,0.5648
1219,3,2015,2016-02-26 23:30:00,134,122,0,1,0.2964,0.3514,0.3522
1220,3,2015,2016-02-27 18:30:00,123,127,2,2,0.6613,0.2267,0.112
1221,3,2015,2016-02-27 18:30:00,131,117,0,2,0.1926,0.2997,0.5077
1222,3,2015,2016-02-27 18:30:00,118,126,1,1,0.2903,0.365,0.3447
1223,3,2015,2016-02-27 18:30:00,133,128,1,2,0.7395,0.1658,0.0947
1224,3,2015,2016-02-28 18:30:00,121,130,2,2,0.3593,0.2602,0.3805
1225,3,2015,2016-02-28 20:30:00,129,120,3,1,0.7594,0.1639,0.0767
1226,3,2015,2016-02-28 20:30:00,125,119,3,1,0.8266,0.1283,0.0451
1227,3,2015,2016-02-28 22:30:00,132,124,0,0,0.4794,0.4303,0.0903
1228,3,2015,2016-03-01 23:00:00,128,131,0,4,0.0137,0.052,0.9343
1229,3,2015,2016-03-01 23:00:00,126,134,1,1,0.4179,0.323,0.2591
1230,3,2015,2016-03-02 23:00:00,127,129,0,2,0.0058,0.0391,0.9551
1231,3,2015,2016-03-02 23:00:00,122,132,2,0,0.6263,0.283,0.0907
1232,3,2015,2016-03-02 23:00:00,120,121,2,1,0.3051,0.2795,0.4154
1233,3,2015,2016-03-02 23:00:00,117,125,1,2,0.2663,0.3926,0.3411
1234,3,2015,2016-03-02 23:00:00,124,118,3,2,0.7942,0.1384,0.0674
1235,3,2015,2016-03-02 23:00:00,119,123,1,4,0.1509,0.2338,0.6153
1236,3,2015,2016-03-02 23:00:00,130,133,4,0,0.9734,0.0236,0.003
1237,3,2015,2016-03-05 18:30:00,133,120,5,1,0.9159,0.0579,0.0262
1238,3,2015,2016-03-05 18:30:00,121,119,3,3,0.3967,0.2936,0.3097
1239,3,2015,2016-03-05 18:30:00,123,128,4,1,0.6388,0.221,0.1402
1240,3,2015,2016-03-05 18:30:00,132,126,1,1,0.6484,0.205,0.1466
1241,3,2015,2016-03-05 18:30:00,134,124,1,3,0.4252,0.2433,0.3315
1242,3,2015,2016-03-05 18:30:00,131,130,2,1,0.2825,0.3269,0.3906
1243,3,2015,2016-03-05 21:30:00,129,117,0,0,0.2322,0.3115,0.4563
1244,3,2015,2016-03-06 18:30:00,125,127,0,0,0.3966,0.2975,0.3059
1245,3,2015,2016-03-06 20:30:00,118,122,2,0,0.6214,0.3099,0.0687
1246,3,2015,2016-03-11 23:30:00,122,124,2,0,0.4415,0.2797,0.2788
1247,3,2015,2016-03-12 18:30:00,120,131,1,0,0.5976,0.2655,0.1369
1248,3,2015,2016-03-12 18:30:00,126,133,3,3,0.1519,0.1707,0.6774
1249,3,2015,2016-03-12 18:30:00,127,121,2,2,0.3634,0.3388,0.2978
1250,3,2015,2016-03-12 18:30:00,130,132,3,0,0.8846,0.1081,0.0073
1251,3,2015,2016-03-12 18:30:00,128,134,0,2,0.2915,0.3267,0.3818
1252,3,2015,2016-03-12 21:30:00,117,123,5,0,0.9739,0.0242,0.0019
1253,3,2015,2016-03-13 18:30:00,119,118,1,0,0.4754,0.2851,0.2395
1254,3,2015,2016-03-13 20:30:00,129,125,2,0,0.9898,0.0089,0.0013
1255,3,2015,2016-03-18 23:30:00,124,130,2,1,0.0076,0.0882,0.9042
1256,3,2015,2016-03-19 18:30:00,131,127,1,1,0.3288,0.2787,0.3925
1257,3,2015,2016-03-19 18:30:00,118,120,1,3,0.3819,0.2586,0.3595
1258,3,2015,2016-03-19 18:30:00,123,125,1,1,0.5085,0.3209,0.1706
1259,3,2015,2016-03-19 18:30:00,134,117,0,1,0.5684,0.327,0.1046
1260,3,2015,2016-03-19 18:30:00,122,126,2,1,0.4823,0.3315,0.1862
1261,3,2015,2016-03-19 21:30:00,132,128,1,0,0.6706,0.2449,0.0845
1262,3,2015,2016-03-20 18:30:00,133,119,0,2,0.0657,0.1389,0.7954
1263,3,2015,2016-03-20 20:30:00,121,129,1,3,0.2021,0.3101,0.4878
1264,3,2015,2016-04-01 22:30:00,119,131,3,0,0.3335,0.4054,0.2611
1265,3,2015,2016-04-02 17:30:00,117,132,1,0,0.6373,0.3252,0.0375
1266,3,2015,2016-04-02 17:30:00,125,121,4,2,0.925,0.0564,0.0186
1267,3,2015,2016-04-02 17:30:00,126,124,3,0,0.6694,0.2201,0.1105
1268,3,2015,2016-04-02 17:30:00,127,133,2,2,0.8408,0.1209,0.0383
1269,3,2015,2016-04-02 17:30:00,128,118,0,3,0.1329,0.2227,0.6444
1270,3,2015,2016-04-02 20:30:00,129,123,3,2,0.9006,0.0772,0.0222
